name,id,home,team,pos,defense_ast,defense_ffum,defense_fgblk,defense_frec,defense_frec_tds,defense_frec_yds,defense_int,defense_int_tds,defense_int_yds,defense_misc_tds,defense_misc_yds,defense_pass_def,defense_puntblk,defense_qbhit,defense_safe,defense_sk,defense_sk_yds,defense_tds,defense_tkl,defense_tkl_loss,defense_tkl_primary,fumbles_forced,fumbles_lost,fumbles_notforced,fumbles_oob,fumbles_rcv,fumbles_rec,fumbles_rec_tds,fumbles_rec_yds,fumbles_tot,fumbles_trcv,fumbles_yds,kicking_fga,kicking_fgb,kicking_fgm,kicking_fgm_yds,kicking_fgmissed,kicking_fgmissed_yds,kicking_fgyds,kicking_i20,kicking_tot,kicking_totpfg,kicking_touchback,kicking_xpa,kicking_xpb,kicking_xpmade,kicking_xpmissed,kicking_xptot,kicking_yds,kickret_avg,kickret_lng,kickret_ret,kickret_tds,kickret_yds,passing_att,passing_cmp,passing_cmp_air_yds,passing_incmp,passing_incmp_air_yds,passing_int,passing_ints,passing_sk,passing_sk_yds,passing_tds,passing_twopta,passing_twoptm,passing_twoptmissed,passing_yds,penalty,penalty_yds,punting_avg,punting_blk,punting_i20,punting_lng,punting_pts,punting_tot,punting_touchback,punting_yds,puntret_avg,puntret_fair,puntret_lng,puntret_ret,puntret_tds,puntret_tot,puntret_yds,receiving_lng,receiving_rec,receiving_tar,receiving_tds,receiving_twopta,receiving_twoptm,receiving_twoptmissed,receiving_yac_yds,receiving_yds,rushing_att,rushing_lng,rushing_tds,rushing_twopta,rushing_twoptm,rushing_twoptmissed,rushing_yds
M.Lewis,00-0024243,no,JAC,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,3,6,0,0,0,,4,23,,,,,,,
K.Dawson,00-0025629,yes,IND,,1,0,,,,,0,,,,,,,,,0,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Johnson,00-0025539,yes,IND,,2,0,,,,,0,,,,,,,,,0,,,5,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Freeney,00-0021146,yes,IND,LB,0,0,,,,,0,,,,,1,,2,,1,-8,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Williamson,00-0023442,no,JAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1,2,0,0,0,,4,10,,,,,,,
K.Hayden,00-0023495,yes,IND,,2,0,,,,,0,,,,,2,,,,0,,,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Podlesh,00-0025488,no,JAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,2,57,5,5,,189,,,,,,,,,,,,,,,,,,,,,,,
T.Rushing,00-0024452,yes,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,2,0,2,5,,,,,,,,,,,,,,,,
T.Knighton,00-0027046,no,JAC,DT,1,0,,,,,0,,,,,,,,,0,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Hayward,00-0020475,no,JAC,,0,0,,,,,0,,,,,,,1,,1,-7,,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Durant,00-0025435,no,JAC,OLB,1,0,,,,,0,,,,,,,,,0,,,10,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Brown,00-0027003,yes,IND,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2,2,0,0,0,,17,16,11,12,0,0,0,,33
T.Brackenridge,00-0024815,no,JAC,,1,0,,,,,0,,,,,,,,,0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Collie,00-0027092,yes,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2,3,0,0,0,,8,15,,,,,,,
Q.Groves,00-0026192,no,JAC,,0,1,,,,,0,,,,,,,,,0,,,4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Powers,00-0027064,yes,IND,CB,1,0,,,,,0,,,,,2,,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Holt,00-0007681,no,JAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,3,5,0,0,0,,3,47,,,,,,,
G.Brackett,00-0021484,yes,IND,,2,0,,,,,0,,,,,,,2,,0,,,8,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Owens,00-0024103,no,JAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,0,0,,3
G.Estandia,00-0023784,no,JAC,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,
M.Sims-Walker,00-0025466,no,JAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
C.Simpson,00-0025997,yes,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,39,3,0,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Iwuh,00-0024100,no,JAC,,0,0,,,,,0,,,,,,,,,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Harvey,00-0026148,no,JAC,,1,0,,,,,0,,,,,,,,,0,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Vinatieri,00-0016919,yes,IND,K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,1,52,0,,,0,,2,0,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Humber,00-0026672,yes,IND,OLB,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F.Keiaho,00-0024309,yes,IND,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Andrus,00-0023728,yes,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,1,,,,,,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Witherspoon,00-0026444,no,JAC,,1,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,28,2,0,54,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
G.Jones,00-0022897,no,JAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,2,0,0,0,,8,9,,,,,,,
N.Hughes,00-0026100,no,JAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,2,0,0,0,,9,7,,,,,,,
P.Garcon,00-0026345,yes,IND,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,11,3,5,0,0,0,,11,24,,,,,,,
S.Starks,00-0023522,no,JAC,,2,0,,,,,0,,,,,,,,,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Jennings,00-0024277,yes,IND,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Mathis,00-0022080,no,JAC,CB,0,0,,,,,0,,,,,1,,,,0,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Stanley,00-0024396,no,JAC,,0,0,,,,,0,,,,,,,,,0,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.McAfee,00-0027145,yes,IND,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,2,45,2,2,,88,,,,,,,,,,,,,,,,,,,,,,,
E.Monroe,00-0026984,no,JAC,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Bullitt,00-0024697,yes,IND,,1,0,,,,,0,,,,,,,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Muir,00-0024692,yes,IND,,0,0,,,,,0,,,,,,,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Bing,00-0024316,no,DET,,,,,1,,0,,,,,,,,,,,,,1,,,,0,,,0,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Hanson,00-0006800,no,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,71,,,47,3,6,6,,3,0,3,0,3,404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Meachem,00-0025414,yes,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,42,6,0,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,2,2,1,0,0,,2,51,,,,,,,
D.Brees,00-0020531,yes,NO,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,26,193,8,143,1,1,,,6,0,0,,358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Henderson,00-0022929,yes,NO,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,5,8,1,0,0,,80,103,,,,,,,
L.Delmas,00-0027009,no,DET,FS,0,0,,1,1,65,0,,,,,1,,,,0,,1,6,,,,0,,,0,,,,0,1,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L.Foote,00-0021246,no,DET,,0,0,,,,,0,,,,,1,,,,0,,,9,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Bush,00-0024217,yes,NO,RB,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,,0,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,11,3,0,3,11,26,5,6,0,0,0,,22,55,7,10,0,0,0,,14
A.Henry,00-0020329,no,DET,,2,0,,,,,1,,26,,,2,,,,0,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Bell,00-0024011,yes,NO,,,,,,,,,,,,,,,,,,,,,,,1,1,,,0,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,22,0,0,0,,143
G.Jackson,00-0008124,no,DET,,0,0,,,,,0,,,,,,,1,,0,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E.Sims,00-0024224,no,DET,,1,0,,,,,0,,,,,,,,,0,,,4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Colston,00-0024466,yes,NO,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,3,6,1,0,0,,13,30,,,,,,,
J.Carney,00-0002655,yes,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,39,1,34,39,,,3,,6,0,6,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Morstead,00-0027114,yes,NO,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,9,,3,,,,,,602,,,,,,,,,,,,,,,,,,,,,,21,,0,54,2,2,,96,,,,,,,,,,,,,,,,,,,,,,,
S.Fujita,00-0021259,yes,NO,,2,0,,,,,0,,,,,1,,,,0,,,5,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Harper,00-0024258,yes,NO,SS,1,0,,,,,0,,,,,,,,,0,,,5,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kv.Smith,00-0026204,no,DET,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,7,9,0,0,0,,49,52,15,6,1,0,0,,20
T.Porter,00-0026180,yes,NO,CB,1,0,,,,,0,,,,,,,,,0,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Johnson,00-0022156,no,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,4,8,0,0,0,,10,45,,,,,,,
M.Stafford,00-0026498,no,DET,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,16,67,21,240,3,3,1,-7,0,0,0,,205,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,0,0,,0
J.Vilma,00-0022778,yes,NO,,0,0,,,,,0,,,,,2,,2,,1,-7,,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nick.Harris,00-0020267,no,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,2,55,5,5,,208,,,,,,,,,,,,,,,,,,,,,,,
C.Johnson,00-0025389,no,DET,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,3,13,0,0,0,,72,90,,,,,,,
J.Greer,00-0022527,yes,NO,,0,0,,,,,0,,,,,2,,,,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W.Smith,00-0022911,yes,NO,,2,0,,,,,0,,,,,,,2,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Felton,00-0026286,no,DET,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,0,0,0,,4
S.Shanle,00-0022040,yes,NO,,1,0,,,,,1,,13,,,1,,,,0,,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Brown,00-0027129,no,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,87,6,0,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,0,0,0,,9
J.Dizon,00-0026185,no,DET,,1,0,,,,,0,,,,,,,,,0,,,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Stinchcomb,00-0022078,yes,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E.King,00-0023589,no,DET,,0,0,,,,,0,,,,,1,,,,0,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Northcutt,00-0019650,no,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,43,2,0,2,55,,,,,,,,,,,,,,,,
M.Mitchell,00-0025607,yes,NO,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W.Heller,00-0021756,no,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,
Y.Figurs,00-0025461,no,DET,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,2,0,0,0,,2,7,,,,,,,
C.Avril,00-0026232,no,DET,DE,0,0,,,,,0,,,,,,,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Shockey,00-0021148,yes,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,4,4,2,0,0,,4,31,,,,,,,
B.Ortega,00-0023788,yes,NO,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Kyle,00-0009530,yes,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.McCray,00-0022888,yes,NO,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H.Evans,00-0020507,yes,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,4,4,1,0,0,,41,35,,,,,,,
A.Fluellen,00-0026227,no,DET,,2,0,,,,,0,,,,,,,,,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Muhlbach,00-0022455,no,DET,LS,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Levy,00-0027050,no,DET,OLB,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Pearson,00-0020653,no,DET,,0,0,,,,,0,,,,,,,,,0,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.White,00-0021997,no,DET,,1,0,1,,,,0,,,,,,,1,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Manuel,00-0021096,no,DET,,0,0,,,,,0,,,,,1,,,,0,,,7,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W.James,00-0020384,no,DET,,0,0,,,,,0,,,,,1,,,,0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Gay,00-0022344,yes,NO,,0,0,,,,,0,,,,,1,,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L.Moore,00-0023310,yes,NO,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2,3,0,0,0,,3,38,,,,,,,
L.Torrence,00-0023186,yes,NO,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Ellis,00-0026147,yes,NO,,0,0,,,,,0,,,,,1,,,,0,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Reis,00-0023757,yes,NO,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Backus,00-0020444,no,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Peterman,00-0022808,no,DET,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Sharper,00-0014724,yes,NO,,0,0,,,,,2,,79,,,2,,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L.Cohen,00-0026356,no,DET,,0,1,,,,,0,,,,,,,,,0,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Hunter,00-0023890,no,DET,,1,0,,,,,0,,,,,,,,,0,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.Prioleau,00-0013255,yes,NO,,0,0,,,,,0,,,,,,,,,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Grant,00-0021156,yes,NO,,0,0,,,,,0,,,,,,,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Hill,00-0027084,no,DET,NT,1,0,,,,,0,,,,,,,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Goodwin,00-0021267,yes,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
